Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
03/01/2020,Sunday,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
06/12/2021,Saturday,54,4649,4703,626,1013,856,633,659,487,280,145,4,2470,2209,24,636,246,1042,831,128,1820,7,10,16,6,6,1,4,4,0,18,36,0,16,1,16,13,3,5,619,1003,840,627,653,486,276,141,4,2452,2173,24,620,245,1026,818,125,1815
09/18/2020,Friday,399,7984,8383,616,2250,1735,1101,1036,917,461,266,1,4443,3766,174,1512,293,1477,1908,319,2874,43,114,76,53,56,37,11,9,0,183,215,1,183,14,56,100,15,31,573,2136,1659,1048,980,880,450,257,1,4260,3551,173,1329,279,1421,1808,304,2843
01/23/2022,Sunday,888,7816,8704,1462,2313,1645,1142,900,634,357,234,17,4625,4000,79,1330,694,1300,2287,513,2580,219,146,183,127,95,56,40,22,0,449,434,5,191,52,127,290,58,170,1243,2167,1462,1015,805,578,317,212,17,4176,3566,74,1139,642,1173,1997,455,2410
12/12/2021,Sunday,1007,12154,13161,2646,2978,2721,1771,1407,912,483,241,2,6860,6223,78,1329,734,2507,3838,1714,3039,184,302,211,122,103,46,21,17,1,537,467,3,150,28,261,316,93,159,2462,2676,2510,1649,1304,866,462,224,1,6323,5756,75,1179,706,2246,3522,1621,2880
06/23/2020,Tuesday,294,7941,8235,342,1502,1457,1089,1277,1239,738,577,14,4408,3474,353,1230,230,2063,1700,249,2763,12,83,53,49,38,22,22,13,2,162,130,2,129,7,50,64,9,35,330,1419,1404,1040,1239,1217,716,564,12,4246,3344,351,1101,223,2013,1636,240,2728
11/13/2021,Saturday,470,11366,11836,2036,2521,2483,1677,1352,995,547,218,7,6103,5647,86,1251,870,2180,2903,1121,3511,83,92,105,66,55,37,17,15,0,231,239,0,67,10,85,174,49,85,1953,2429,2378,1611,1297,958,530,203,7,5872,5408,86,1184,860,2095,2729,1072,3426
02/20/2022,Sunday,146,5154,5300,688,1141,1063,785,639,491,265,221,7,2685,2410,205,682,209,1002,1322,216,1869,21,33,22,25,15,16,7,7,0,66,80,0,31,12,28,51,6,18,667,1108,1041,760,624,475,258,214,7,2619,2330,205,651,197,974,1271,210,1851
12/31/2021,Friday,5946,23380,29326,6673,5449,5115,4271,3405,2360,1229,810,14,15993,12627,706,4120,1452,5184,6387,2480,9703,1094,1300,1105,890,708,471,236,141,1,3239,2639,68,1409,265,1239,1225,406,1402,5579,4149,4010,3381,2697,1889,993,669,13,12754,9988,638,2711,1187,3945,5162,2074,8301
11/05/2020,Thursday,2800,15585,18385,1583,5628,3876,2482,2102,1483,712,514,5,10083,7916,386,4055,768,2626,4650,818,5468,301,797,609,416,354,195,80,47,1,1444,1345,11,1206,66,406,669,133,320,1282,4831,3267,2066,1748,1288,632,467,4,8639,6571,375,2849,702,2220,3981,685,5148
09/25/2021,Saturday,333,9834,10167,1960,2166,1876,1344,1171,943,449,255,3,5574,4512,81,1417,609,1934,2702,1166,2339,64,72,68,44,35,29,14,7,0,165,168,0,62,15,80,109,35,32,1896,2094,1808,1300,1136,914,435,248,3,5409,4344,81,1355,594,1854,2593,1131,2307
11/01/2021,Monday,507,32486,32993,11930,5180,5001,3900,3113,2139,1078,643,9,17316,15075,602,6915,1848,6675,8771,2786,5998,123,73,104,61,70,47,18,11,0,272,235,0,105,14,117,162,49,60,11807,5107,4897,3839,3043,2092,1060,632,9,17044,14840,602,6810,1834,6558,8609,2737,5938
07/15/2020,Wednesday,365,10318,10683,629,2863,2246,1349,1279,1185,700,426,6,5854,4546,283,1833,320,2254,2526,408,3342,29,116,77,49,44,26,18,6,0,202,162,1,136,7,98,71,12,41,600,2747,2169,1300,1235,1159,682,420,6,5652,4384,282,1697,313,2156,2455,396,3301
12/03/2021,Friday,1094,28503,29597,8296,5436,5013,3550,3075,2284,1156,777,10,16073,13174,350,4597,1339,5924,7079,2658,8000,237,219,218,159,115,82,45,19,0,538,551,5,188,47,237,324,113,185,8059,5217,4795,3391,2960,2202,1111,758,10,15535,12623,345,4409,1292,5687,6755,2545,7815
06/05/2020,Friday,517,5114,5631,311,1213,1019,786,861,785,395,252,9,3018,2490,123,1307,116,1120,993,168,1927,43,106,88,86,82,58,35,18,1,271,243,3,317,7,74,55,13,51,268,1107,931,700,779,727,360,234,8,2747,2247,120,990,109,1046,938,155,1876
05/14/2020,Thursday,917,4348,5265,279,969,1033,880,817,648,347,274,18,2715,2337,213,1321,107,1063,801,176,1797,50,189,190,158,120,107,56,46,1,476,432,9,448,20,195,98,30,126,229,780,843,722,697,541,291,228,17,2239,1905,204,873,87,868,703,146,1671
05/31/2021,Monday,53,4216,4269,454,639,654,532,641,621,413,312,3,2135,2109,25,484,195,993,870,124,1603,6,10,9,8,6,6,3,5,0,25,28,0,16,2,19,9,3,4,448,629,645,524,635,615,410,307,3,2110,2081,25,468,193,974,861,121,1599
05/06/2020,Wednesday,1096,4064,5160,264,991,957,906,856,620,320,237,9,2618,2385,157,1299,96,1130,721,165,1749,55,206,187,232,188,114,57,56,1,531,561,4,594,20,201,130,25,126,209,785,770,674,668,506,263,181,8,2087,1824,153,705,76,929,591,140,1623
01/26/2022,Wednesday,1502,40117,41619,16413,7418,5644,4375,3538,2448,1037,733,13,22578,18403,638,8770,2805,9874,8903,2911,8356,409,295,247,193,129,117,57,55,0,801,690,11,341,85,249,466,76,285,16004,7123,5397,4182,3409,2331,980,678,13,21777,17713,627,8429,2720,9625,8437,2835,8071
09/17/2021,Friday,590,19777,20367,5070,4320,3896,2512,1919,1485,750,399,16,11229,8912,226,2618,1521,3445,5051,2442,5290,131,130,123,85,55,37,15,13,1,326,263,1,109,20,151,194,51,65,4939,4190,3773,2427,1864,1448,735,386,15,10903,8649,225,2509,1501,3294,4857,2391,5225
09/13/2021,Monday,637,22732,23369,6344,4777,4080,2783,2192,1722,922,541,8,12378,10649,342,4244,1140,4085,5474,2170,6256,135,146,138,76,58,49,24,11,0,329,308,0,117,27,193,164,59,77,6209,4631,3942,2707,2134,1673,898,530,8,12049,10341,342,4127,1113,3892,5310,2111,6179
03/05/2022,Saturday,124,6741,6865,1046,1229,1199,1032,960,746,425,227,1,3493,3086,286,839,306,1536,1259,268,2657,29,15,25,27,10,9,4,5,0,67,56,1,25,12,21,35,7,24,1017,1214,1174,1005,950,737,421,222,1,3426,3030,285,814,294,1515,1224,261,2633
09/09/2020,Wednesday,496,10273,10769,667,3095,2437,1518,1306,1053,445,246,2,5848,4634,287,1801,331,1916,2415,378,3928,53,160,87,68,64,43,15,6,0,258,238,0,269,12,62,109,12,32,614,2935,2350,1450,1242,1010,430,240,2,5590,4396,287,1532,319,1854,2306,366,3896
09/04/2020,Friday,512,7965,8477,820,2486,1888,1073,932,731,317,222,8,4625,3753,99,1961,279,1456,1849,335,2597,71,147,103,71,54,38,17,11,0,266,244,2,283,13,76,99,14,27,749,2339,1785,1002,878,693,300,211,8,4359,3509,97,1678,266,1380,1750,321,2570
03/08/2020,Sunday,2,15,17,2,3,5,3,1,1,1,1,0,2,14,1,1,0,4,8,0,4,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,2,3,5,2,1,1,0,1,0,2,12,1,1,0,4,6,0,4
04/11/2020,Saturday,373,1007,1380,46,213,293,233,248,172,110,65,0,701,675,4,243,37,391,239,64,406,6,53,71,64,76,45,40,18,0,170,203,0,111,15,143,54,13,37,40,160,222,169,172,127,70,47,0,531,472,4,132,22,248,185,51,369
06/15/2021,Tuesday,54,9052,9106,1182,1952,1730,1303,1214,972,451,301,1,4789,4159,158,1246,525,2033,1826,493,2983,10,11,10,10,6,4,2,1,0,36,18,0,22,0,16,12,1,3,1172,1941,1720,1293,1208,968,449,300,1,4753,4141,158,1224,525,2017,1814,492,2980
12/01/2020,Tuesday,2433,16962,19395,1391,5075,3916,2750,2630,2005,967,657,4,10619,8375,401,3480,734,3201,3752,694,7534,295,566,466,402,301,224,114,65,0,1304,1125,4,1044,74,428,503,69,315,1096,4509,3450,2348,2329,1781,853,592,4,9315,7250,397,2436,660,2773,3249,625,7219
11/30/2020,Monday,2812,18571,21383,1676,5504,4271,3128,2880,2095,1073,751,5,11549,9385,449,4129,844,3556,4193,680,7981,337,657,548,451,386,246,120,67,0,1478,1329,5,1245,106,482,562,98,319,1339,4847,3723,2677,2494,1849,953,684,5,10071,8056,444,2884,738,3074,3631,582,7662
01/31/2022,Monday,1175,46726,47901,19648,8184,5991,4756,4197,2848,1324,947,6,25061,22013,827,9290,3364,11465,11192,3707,8883,337,223,170,127,120,94,66,38,0,624,536,15,267,82,215,329,57,225,19311,7961,5821,4629,4077,2754,1258,909,6,24437,21477,812,9023,3282,11250,10863,3650,8658
03/02/2022,Wednesday,180,31856,32036,18227,3619,3188,2544,2153,1400,573,326,6,17146,14445,445,8504,1545,9972,4801,1892,5322,48,43,29,22,17,9,7,5,0,88,91,1,37,10,18,64,15,36,18179,3576,3159,2522,2136,1391,566,321,6,17058,14354,444,8467,1535,9954,4737,1877,5286
08/09/2020,Sunday,134,3036,3170,258,790,667,378,362,335,233,144,3,1728,1419,23,451,87,614,946,94,978,16,44,25,16,10,12,7,4,0,62,72,0,56,3,25,42,0,8,242,746,642,362,352,323,226,140,3,1666,1347,23,395,84,589,904,94,970
12/22/2021,Wednesday,8340,51909,60249,8237,15757,14021,8516,6166,4260,1928,1343,21,33544,25915,790,6473,2354,11844,17107,7933,14538,1080,2592,2051,1173,765,436,152,88,3,4617,3666,57,1200,270,2192,2389,815,1474,7157,13165,11970,7343,5401,3824,1776,1255,18,28927,22249,733,5273,2084,9652,14718,7118,13064
09/09/2021,Thursday,559,17979,18538,4179,4290,3713,2228,1634,1300,671,504,19,10061,8179,298,3135,1023,3400,4803,790,5387,102,165,113,62,59,32,14,12,0,292,267,0,107,19,146,188,20,79,4077,4125,3600,2166,1575,1268,657,492,19,9769,7912,298,3028,1004,3254,4615,770,5308
04/20/2020,Monday,942,2334,3276,118,538,584,629,582,478,211,132,4,1670,1549,57,772,97,820,504,114,969,23,156,179,201,179,114,50,38,2,462,480,0,425,26,261,109,40,81,95,382,405,428,403,364,161,94,2,1208,1069,57,347,71,559,395,74,888
11/20/2021,Saturday,561,11406,11967,2189,2573,2409,1595,1382,1107,464,237,11,6270,5575,122,1582,792,2327,3395,1224,2647,101,108,131,80,67,44,20,9,1,300,260,1,82,14,104,214,56,91,2088,2465,2278,1515,1315,1063,444,228,10,5970,5315,121,1500,778,2223,3181,1168,2556
03/07/2020,Saturday,3,8,11,0,1,1,5,2,0,2,0,0,11,0,0,0,0,4,7,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,2,1,0,0,0,1,1,5,1,0,0,0,0,8,0,0,0,0,2,6,0,0
10/07/2020,Wednesday,618,13555,14173,933,4207,3043,1935,1623,1234,650,543,5,7638,6209,326,2141,640,2291,3992,430,4679,72,178,127,92,79,37,23,10,0,298,319,1,260,12,86,174,23,63,861,4029,2916,1843,1544,1197,627,533,5,7340,5890,325,1881,628,2205,3818,407,4616
12/26/2021,Sunday,4978,19809,24787,3594,6470,5417,3605,2784,1688,798,425,6,13313,11229,245,3273,1222,5263,7166,3407,4456,690,1378,1156,773,497,283,134,66,1,2657,2289,32,938,175,1202,1441,529,693,2904,5092,4261,2832,2287,1405,664,359,5,10656,8940,213,2335,1047,4061,5725,2878,3763
03/02/2020,Monday,0,5,5,0,1,0,2,2,0,0,0,0,3,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,3,2,0,2,1,0,2,0,0
10/27/2021,Wednesday,433,25257,25690,7989,4861,4227,3058,2478,1792,798,473,14,13828,11518,344,4497,1500,6138,6094,2366,5095,109,94,69,56,48,33,14,9,1,216,217,0,82,17,116,140,34,44,7880,4767,4158,3002,2430,1759,784,464,13,13612,11301,344,4415,1483,6022,5954,2332,5051
10/30/2020,Friday,2097,14653,16750,1369,5240,3692,2241,1837,1349,654,362,6,9173,7385,192,3574,776,2665,4219,707,4809,264,537,448,314,268,158,69,39,0,1063,1029,5,930,46,314,492,88,227,1105,4703,3244,1927,1569,1191,585,323,6,8110,6356,187,2644,730,2351,3727,619,4582
07/27/2021,Tuesday,293,13118,13411,1235,3295,3036,2216,1788,1034,461,335,11,7073,6221,117,1269,538,1982,2541,553,6528,32,85,89,41,24,9,8,5,0,162,131,0,56,5,94,95,8,35,1203,3210,2947,2175,1764,1025,453,330,11,6911,6090,117,1213,533,1888,2446,545,6493
05/23/2021,Sunday,134,4438,4572,592,986,852,568,532,537,318,176,11,2309,2230,33,563,268,1005,1030,182,1524,22,31,24,17,13,10,6,11,0,73,61,0,27,3,70,18,7,9,570,955,828,551,519,527,312,165,11,2236,2169,33,536,265,935,1012,175,1515
03/22/2020,Sunday,164,432,596,40,73,131,107,99,80,34,30,2,307,284,5,55,17,199,160,33,132,4,20,30,31,31,27,13,7,1,74,90,0,21,6,74,53,6,4,36,53,101,76,68,53,21,23,1,233,194,5,34,11,125,107,27,128
03/12/2020,Thursday,6,65,71,8,16,15,9,9,0,6,3,5,35,35,1,7,0,8,18,3,35,0,2,1,0,1,0,2,0,0,2,3,1,1,0,0,5,0,0,8,14,14,9,8,0,4,3,5,33,32,0,6,0,8,13,3,35
06/25/2021,Friday,47,7887,7934,970,1772,1712,1150,1043,824,313,149,1,4106,3743,85,1013,416,1531,1423,319,3232,10,7,8,9,5,5,2,1,0,22,25,0,16,2,11,8,0,10,960,1765,1704,1141,1038,819,311,148,1,4084,3718,85,997,414,1520,1415,319,3222
02/25/2022,Friday,231,24089,24320,10632,3245,2950,2456,2187,1571,778,489,12,13003,10710,607,4764,1292,7069,4908,1268,5019,48,53,44,24,24,16,9,12,1,119,112,0,41,13,41,78,21,37,10584,3192,2906,2432,2163,1555,769,477,11,12884,10598,607,4723,1279,7028,4830,1247,4982
07/14/2020,Tuesday,390,9646,10036,674,2271,2015,1367,1335,1154,695,518,7,5566,4094,376,1768,244,2233,2595,336,2860,50,101,77,56,52,29,18,7,0,221,168,1,180,8,91,71,9,31,624,2170,1938,1311,1283,1125,677,511,7,5345,3926,375,1588,236,2142,2524,327,2829
03/31/2021,Wednesday,792,15404,16196,1082,5307,3027,2083,1947,1532,725,488,5,8604,7368,224,2185,956,3309,4804,674,4268,92,243,171,97,111,47,18,13,0,396,396,0,181,41,184,291,25,70,990,5064,2856,1986,1836,1485,707,475,5,8208,6972,224,2004,915,3125,4513,649,4198
02/18/2022,Friday,340,22828,23168,9381,3538,2937,2355,2158,1573,747,450,29,12548,10168,452,4321,1245,5930,5001,1330,5341,60,98,70,40,27,24,15,6,0,173,166,1,53,31,50,125,11,70,9321,3440,2867,2315,2131,1549,732,444,29,12375,10002,451,4268,1214,5880,4876,1319,5271
04/16/2020,Thursday,673,2090,2763,114,427,507,477,507,392,204,134,1,1368,1333,62,530,79,705,527,86,836,8,116,110,118,118,94,69,40,0,325,346,2,258,19,213,105,17,61,106,311,397,359,389,298,135,94,1,1043,987,60,272,60,492,422,69,775
11/21/2021,Sunday,473,10860,11333,2255,2590,2294,1546,1243,745,401,232,27,6053,5191,89,1389,706,1953,3200,1240,2845,80,116,88,68,63,34,14,8,2,276,196,1,83,22,96,153,35,84,2175,2474,2206,1478,1180,711,387,224,25,5777,4995,88,1306,684,1857,3047,1205,2761
07/23/2021,Friday,268,10737,11005,1391,2499,2418,1843,1376,945,373,159,1,5597,5303,105,1090,356,1625,1975,391,5568,43,71,72,36,23,10,9,4,0,148,119,1,60,4,77,85,6,36,1348,2428,2346,1807,1353,935,364,155,1,5449,5184,104,1030,352,1548,1890,385,5532
10/05/2021,Tuesday,459,27073,27532,10052,4873,4364,2984,2271,1658,745,576,9,14929,12047,556,4944,1537,5818,7111,2703,5419,108,91,107,59,41,23,16,14,0,222,236,1,85,18,121,165,25,45,9944,4782,4257,2925,2230,1635,729,562,9,14707,11811,555,4859,1519,5697,6946,2678,5374
07/30/2021,Friday,414,10818,11232,1475,2805,2532,1687,1312,823,393,204,1,5792,5295,145,1363,483,1766,2890,497,4233,57,121,84,59,59,17,13,4,0,196,218,0,81,9,116,153,5,50,1418,2684,2448,1628,1253,806,380,200,1,5596,5077,145,1282,474,1650,2737,492,4183
02/11/2021,Thursday,571,13186,13757,830,4156,2837,1743,1799,1387,595,406,4,7265,6255,237,2058,729,2423,3730,604,4213,76,136,109,73,78,62,24,13,0,275,296,0,215,23,95,163,29,46,754,4020,2728,1670,1721,1325,571,393,4,6990,5959,237,1843,706,2328,3567,575,4167
07/02/2021,Friday,58,6454,6512,828,1486,1459,1074,827,513,212,111,2,3321,3084,107,759,333,1180,1225,221,2794,5,11,9,10,8,10,4,1,0,33,25,0,10,3,16,21,5,3,823,1475,1450,1064,819,503,208,110,2,3288,3059,107,749,330,1164,1204,216,2791
07/09/2021,Friday,114,8559,8673,941,1927,1870,1384,1259,796,337,155,4,4110,4454,109,951,322,1487,1639,365,3909,18,34,29,15,6,8,3,1,0,55,59,0,25,2,34,31,2,20,923,1893,1841,1369,1253,788,334,154,4,4055,4395,109,926,320,1453,1608,363,3889
09/01/2020,Tuesday,385,9047,9432,642,2490,2083,1253,1205,899,480,379,1,5183,4110,139,1546,293,1536,2314,339,3404,42,112,83,46,53,33,11,5,0,204,180,1,175,7,63,95,6,39,600,2378,2000,1207,1152,866,469,374,1,4979,3930,138,1371,286,1473,2219,333,3365
02/06/2021,Saturday,327,5145,5472,473,1319,1126,709,750,562,317,213,3,2891,2496,85,772,237,1187,1615,300,1361,31,75,62,48,49,37,17,8,0,179,148,0,92,24,77,99,14,21,442,1244,1064,661,701,525,300,205,3,2712,2348,85,680,213,1110,1516,286,1340
09/20/2021,Monday,607,26423,27030,7957,5639,4780,3037,2352,1776,874,581,34,14763,11864,403,4603,2049,4039,6867,3193,6279,134,147,133,63,54,42,20,14,0,326,280,1,99,27,150,207,60,64,7823,5492,4647,2974,2298,1734,854,567,34,14437,11584,402,4504,2022,3889,6660,3133,6215
12/21/2020,Monday,1711,19871,21582,1355,5415,5298,3136,2690,2031,1052,595,10,11654,9473,455,2997,858,3300,5862,887,7678,184,372,310,299,227,151,102,64,2,864,839,8,676,74,300,415,59,187,1171,5043,4988,2837,2463,1880,950,531,8,10790,8634,447,2321,784,3000,5447,828,7491
02/25/2021,Thursday,332,12410,12742,700,4063,2599,1611,1540,1248,608,368,5,6583,5860,299,1552,695,2240,3478,527,4250,38,84,65,58,29,34,19,5,0,163,169,0,115,17,58,103,17,22,662,3979,2534,1553,1511,1214,589,363,5,6420,5691,299,1437,678,2182,3375,510,4228
07/18/2021,Sunday,98,6958,7056,604,1532,1585,1258,1050,670,256,94,7,3854,3184,18,505,173,795,934,131,4518,13,28,22,10,8,8,6,3,0,58,40,0,25,2,25,35,3,8,591,1504,1563,1248,1042,662,250,91,7,3796,3144,18,480,171,770,899,128,4510
05/09/2021,Sunday,205,4739,4944,582,1295,912,622,604,469,257,203,0,2381,2495,68,667,254,1101,1410,175,1337,31,40,39,27,24,22,14,8,0,119,85,1,66,3,82,33,6,15,551,1255,873,595,580,447,243,195,0,2262,2410,67,601,251,1019,1377,169,1322
11/20/2020,Friday,2789,21668,24457,1813,7347,5470,3378,2823,2091,1034,491,10,13442,10653,362,4173,930,4019,5995,1021,8319,371,652,520,452,348,243,122,81,0,1451,1333,5,1142,74,445,629,103,396,1442,6695,4950,2926,2475,1848,912,410,10,11991,9320,357,3031,856,3574,5366,918,7923
01/26/2021,Tuesday,782,14833,15615,932,4425,2849,2065,2048,1614,875,781,26,8152,7001,462,2266,814,2743,3949,558,5285,89,185,151,141,108,59,32,17,0,394,380,8,286,32,157,195,40,72,843,4240,2698,1924,1940,1555,843,764,26,7758,6621,454,1980,782,2586,3754,518,5213
08/16/2020,Sunday,141,2871,3012,239,740,604,356,357,332,224,157,3,1573,1420,19,378,102,690,966,107,769,7,45,29,14,18,13,10,4,1,72,68,1,37,7,30,51,6,10,232,695,575,342,339,319,214,153,2,1501,1352,18,341,95,660,915,101,759
06/22/2021,Tuesday,39,8580,8619,886,1810,1763,1242,1195,1040,462,219,2,4572,3978,69,1078,530,1959,1780,457,2815,7,8,7,2,5,6,1,3,0,23,16,0,6,1,16,10,2,4,879,1802,1756,1240,1190,1034,461,216,2,4549,3962,69,1072,529,1943,1770,455,2811
01/01/2021,Friday,305,3272,3577,181,641,641,502,529,518,308,247,10,1848,1677,52,404,105,778,807,105,1378,28,59,55,42,42,28,30,20,1,150,154,1,84,8,64,105,16,28,153,582,586,460,487,490,278,227,9,1698,1523,51,320,97,714,702,89,1350
02/21/2022,Monday,289,13931,14220,1462,3353,2455,1977,1789,1554,887,739,4,7681,6094,445,1763,883,2754,3062,861,4897,47,67,55,35,25,35,14,11,0,166,119,4,44,19,40,96,12,78,1415,3286,2400,1942,1764,1519,873,728,4,7515,5975,441,1719,864,2714,2966,849,4819
04/28/2020,Tuesday,1378,3607,4985,200,851,926,897,891,652,333,225,10,2514,2305,166,1272,107,900,684,272,1750,64,250,244,258,265,164,72,57,4,657,714,7,676,20,275,139,71,197,136,601,682,639,626,488,261,168,6,1857,1591,159,596,87,625,545,201,1553
11/19/2021,Friday,866,24806,25672,7012,5114,4385,3048,2537,1982,918,634,42,13940,11331,401,4183,1508,5327,6645,2110,5899,218,163,188,117,81,51,33,15,0,457,408,1,153,26,161,272,95,159,6794,4951,4197,2931,2456,1931,885,619,42,13483,10923,400,4030,1482,5166,6373,2015,5740
02/05/2022,Saturday,467,7843,8310,1175,1643,1545,1134,1106,872,544,282,9,4335,3776,199,1120,543,1774,1799,337,2737,87,81,101,56,63,31,30,18,0,215,249,3,96,33,86,135,19,98,1088,1562,1444,1078,1043,841,514,264,9,4120,3527,196,1024,510,1688,1664,318,2639
06/08/2021,Tuesday,100,9768,9868,1057,2103,1999,1464,1312,1016,541,372,4,5307,4468,93,1276,605,2305,1992,458,3232,22,21,18,10,7,16,5,1,0,56,44,0,25,4,45,16,3,7,1035,2082,1981,1454,1305,1000,536,371,4,5251,4424,93,1251,601,2260,1976,455,3225
11/19/2020,Thursday,2588,20258,22846,1625,7009,5062,3173,2706,1932,843,488,8,12680,9849,317,4167,1022,3280,5948,954,7475,282,650,557,408,334,220,96,40,1,1337,1245,6,1127,62,378,576,111,334,1343,6359,4505,2765,2372,1712,747,448,7,11343,8604,311,3040,960,2902,5372,843,7141
03/17/2022,Thursday,195,26224,26419,13405,3368,2687,2271,2079,1359,686,559,5,14394,11540,485,6567,1178,8303,4953,1084,4334,38,39,38,22,19,15,16,8,0,98,93,4,31,17,19,93,7,28,13367,3329,2649,2249,2060,1344,670,551,5,14296,11447,481,6536,1161,8284,4860,1077,4306
05/29/2020,Friday,649,5951,6600,314,1216,1183,1075,1121,910,503,270,8,3309,3078,213,1499,122,1326,902,224,2527,32,158,107,125,105,65,22,34,1,331,312,6,344,17,134,62,18,74,282,1058,1076,950,1016,845,481,236,7,2978,2766,207,1155,105,1192,840,206,2453
08/01/2021,Sunday,236,6726,6962,872,1766,1561,1076,818,521,231,112,5,3455,3484,23,869,281,980,1746,263,2823,27,64,55,29,25,23,8,5,0,116,120,0,58,11,58,79,6,24,845,1702,1506,1047,793,498,223,107,5,3339,3364,23,811,270,922,1667,257,2799
04/02/2021,Friday,773,12992,13765,1579,4204,2657,1769,1659,1147,494,253,3,7489,6140,136,1935,878,2502,4197,629,3624,85,237,159,126,88,48,22,8,0,397,376,0,220,39,171,260,20,63,1494,3967,2498,1643,1571,1099,472,245,3,7092,5764,136,1715,839,2331,3937,609,3561
06/16/2021,Wednesday,38,8687,8725,931,1833,1721,1241,1125,995,520,357,2,4664,3969,92,1145,489,2072,1630,324,3065,5,8,12,8,0,2,3,0,0,23,15,0,11,2,16,5,3,1,926,1825,1709,1233,1125,993,517,357,2,4641,3954,92,1134,487,2056,1625,321,3064
08/14/2021,Saturday,448,10449,10897,969,2928,2548,2022,1374,604,321,126,5,5912,4939,46,1178,349,1415,2042,293,5620,79,112,108,59,36,35,14,4,1,241,207,0,123,21,114,144,5,41,890,2816,2440,1963,1338,569,307,122,4,5671,4732,46,1055,328,1301,1898,288,5579
07/06/2021,Tuesday,93,9440,9533,1068,2026,2024,1333,1321,1041,456,236,28,5008,4343,182,1238,526,2074,1874,470,3351,23,22,17,8,7,14,1,1,0,56,37,0,21,4,24,23,6,15,1045,2004,2007,1325,1314,1027,455,235,28,4952,4306,182,1217,522,2050,1851,464,3336
08/17/2021,Tuesday,611,14714,15325,1470,3673,3550,2388,1755,1276,681,530,2,8184,6952,189,1745,869,2621,3694,814,5582,75,163,146,85,67,41,23,11,0,293,317,1,131,30,175,193,25,57,1395,3510,3404,2303,1688,1235,658,519,2,7891,6635,188,1614,839,2446,3501,789,5525
10/31/2020,Saturday,1106,6919,8025,759,2191,1739,1039,959,753,380,201,4,4311,3664,50,1457,284,1208,2130,381,2565,140,281,237,179,128,87,44,10,0,561,544,1,416,42,168,298,49,133,619,1910,1502,860,831,666,336,191,4,3750,3120,49,1041,242,1040,1832,332,2432
02/06/2022,Sunday,368,6241,6609,1157,1402,1254,918,826,544,318,189,1,3457,3015,137,967,364,1215,1605,321,2137,87,64,67,50,40,25,18,17,0,197,170,1,65,32,47,113,25,86,1070,1338,1187,868,786,519,300,172,1,3260,2845,136,902,332,1168,1492,296,2051
04/07/2021,Wednesday,918,16097,17015,1578,5109,3154,2127,1983,1677,770,608,9,9066,7670,279,2627,924,3648,4604,679,4533,144,279,195,127,83,52,19,19,0,481,437,0,253,39,239,276,18,93,1434,4830,2959,2000,1900,1625,751,589,9,8585,7233,279,2374,885,3409,4328,661,4440
07/24/2020,Friday,430,8446,8876,665,2257,1918,1129,1113,957,490,341,6,4844,3850,182,1847,256,1662,2082,295,2734,47,126,87,61,46,32,16,15,0,239,189,2,186,14,92,90,7,41,618,2131,1831,1068,1067,925,474,326,6,4605,3661,180,1661,242,1570,1992,288,2693
