Date,Day,Positive Tests,Not Positive Tests,Total Tests,Tests - Age 0-17,Tests - Age 18-29,Tests - Age 30-39,Tests - Age 40-49,Tests - Age 50-59,Tests - Age 60-69,Tests - Age 70-79,Tests - Age 80+,Tests - Age Unknown,Tests - Female,Tests - Male,Tests - Gender Unknown,Tests - Latinx,Tests - Asian Non-Latinx,Tests - Black Non-Latinx,Tests - White Non-Latinx,Tests - Other Race Non-Latinx,Tests - Unknown Race/Ethnicity,Positive Tests - Age 0-17,Positive Tests - Age 18-29,Positive Tests - Age 30-39,Positive Tests - Age 40-49,Positive Tests - Age 50-59,Positive Tests - Age 60-69,Positive Tests - Age 70-79,Positive Tests - Age 80+,Positive Tests - Age Unknown,Positive Tests - Female,Positive Tests - Male,Positive Tests - Unknown Gender,Positive Tests - Latinx,Positive Tests - Asian Non-Latinx,Positive Tests - Black Non-Latinx,Positive Tests - White Non-Latinx,Positive Tests - Other Race Non-Latinx,Positive Tests - Unknown Race/Ethnicity,Not-Positive Tests - Age 0-17,Not-Positive Tests - Age 18-29,Not-Positive Tests - Age 30-39,Not-Positive Tests - Age 40-49,Not-Positive Tests - Age 50-59,Not-Positive Tests - Age 60-69,Not-Positive Tests - Age 70-79,Not-Positive Tests - Age 80+,Not-Positive Tests - Age Unknown,Not-Positive Tests - Female,Not-Positive Tests - Male,Not-Positive Tests - Gender Unknown,Not-Positive Tests - Latinx,Not-Positive Tests - Asian Non-Latinx,Not-Positive Tests - Black Non-Latinx,Not-Positive Tests - White Non-Latinx,Not-Positive Tests - Other Race Non-Latinx,Not-Positive Tests - Unknown Race/Ethnicity
11/16/2020,Monday,3010,20680,23690,1827,6334,4798,3532,3098,2226,1134,731,10,12978,10053,659,4595,925,3855,5436,927,7952,354,706,573,525,425,241,113,72,1,1552,1444,14,1303,87,493,653,120,354,1473,5628,4225,3007,2673,1985,1021,659,9,11426,8609,645,3292,838,3362,4783,807,7598
08/25/2021,Wednesday,667,17031,17698,1941,4340,3904,2546,1995,1642,754,552,24,9444,7904,350,2357,901,3050,4223,725,6442,92,186,152,94,74,35,19,15,0,357,310,0,119,15,170,234,23,106,1849,4154,3752,2452,1921,1607,735,537,24,9087,7594,350,2238,886,2880,3989,702,6336
06/13/2021,Sunday,29,3606,3635,454,777,722,509,432,358,240,136,7,1863,1747,25,426,150,807,861,191,1200,7,4,9,3,2,2,2,0,0,21,8,0,8,0,15,2,0,4,447,773,713,506,430,356,238,136,7,1842,1739,25,418,150,792,859,191,1196
02/08/2021,Monday,482,15112,15594,757,4617,3029,2116,2057,1601,760,587,70,8526,6772,296,1876,845,2824,3894,612,5543,54,93,85,72,74,49,23,32,0,262,220,0,155,22,113,130,18,44,703,4524,2944,2044,1983,1552,737,555,70,8264,6552,296,1721,823,2711,3764,594,5499
06/09/2021,Wednesday,88,9727,9815,953,2180,1876,1396,1275,1112,628,388,7,5238,4487,90,1290,555,2248,1880,404,3438,12,20,5,19,15,6,4,7,0,47,41,0,26,4,31,21,2,4,941,2160,1871,1377,1260,1106,624,381,7,5191,4446,90,1264,551,2217,1859,402,3434
09/27/2020,Sunday,169,3215,3384,282,903,707,413,381,356,209,130,3,1788,1587,9,396,142,698,848,163,1137,16,50,34,24,17,14,11,2,1,95,74,0,61,8,24,46,12,18,266,853,673,389,364,342,198,128,2,1693,1513,9,335,134,674,802,151,1119
08/20/2020,Thursday,485,8940,9425,811,2527,1933,1257,1152,921,522,297,5,5116,3984,325,1862,328,1748,2323,363,2801,58,134,99,73,61,40,15,5,0,267,215,3,220,8,92,115,15,35,753,2393,1834,1184,1091,881,507,292,5,4849,3769,322,1642,320,1656,2208,348,2766
08/26/2020,Wednesday,499,9582,10081,739,2662,1988,1370,1283,1129,574,335,1,5611,4291,179,1763,330,1993,2272,351,3372,62,153,108,61,58,32,16,9,0,244,254,1,262,10,55,120,16,36,677,2509,1880,1309,1225,1097,558,326,1,5367,4037,178,1501,320,1938,2152,335,3336
08/15/2021,Sunday,330,7800,8130,906,2027,2034,1462,822,448,260,165,6,4313,3778,39,781,428,1038,1856,308,3719,55,78,81,46,36,20,8,6,0,167,163,0,70,20,88,117,7,28,851,1949,1953,1416,786,428,252,159,6,4146,3615,39,711,408,950,1739,301,3691
02/14/2021,Sunday,178,4379,4557,334,1383,935,611,523,416,233,120,2,2236,2211,110,501,210,942,1432,221,1251,27,42,34,24,18,9,17,6,1,91,87,0,45,9,37,59,7,21,307,1341,901,587,505,407,216,114,1,2145,2124,110,456,201,905,1373,214,1230
08/03/2020,Monday,516,8966,9482,825,2473,2100,1258,1115,925,527,257,2,5236,4056,190,1972,297,1944,2503,343,2423,62,148,99,83,58,33,21,12,0,271,243,2,263,15,85,100,15,38,763,2325,2001,1175,1057,892,506,245,2,4965,3813,188,1709,282,1859,2403,328,2385
05/07/2021,Friday,488,12664,13152,1311,3591,2439,1681,1602,1443,651,425,9,6817,6041,294,1869,755,2796,3025,501,4206,83,123,94,76,54,28,17,13,0,259,229,0,168,16,173,74,6,51,1228,3468,2345,1605,1548,1415,634,412,9,6558,5812,294,1701,739,2623,2951,495,4155
07/19/2021,Monday,217,11058,11275,1362,2519,2336,1847,1470,983,506,238,14,5659,5498,118,1226,375,1988,2154,416,5116,32,69,53,27,21,5,6,4,0,104,113,0,52,5,45,81,10,24,1330,2450,2283,1820,1449,978,500,234,14,5555,5385,118,1174,370,1943,2073,406,5092
10/08/2020,Thursday,655,11523,12178,833,3683,2608,1520,1418,1179,571,362,4,6523,5363,292,2061,501,1805,3201,404,4206,83,190,124,72,90,66,21,9,0,319,336,0,298,16,91,173,27,50,750,3493,2484,1448,1328,1113,550,353,4,6204,5027,292,1763,485,1714,3028,377,4156
06/22/2020,Monday,326,6974,7300,376,1437,1368,984,1123,1028,613,366,5,3951,3150,199,1194,158,1573,1646,241,2488,29,79,56,57,44,35,16,10,0,177,148,1,168,6,59,41,12,40,347,1358,1312,927,1079,993,597,356,5,3774,3002,198,1026,152,1514,1605,229,2448
09/02/2020,Wednesday,504,9690,10194,695,2864,2318,1363,1150,983,494,321,6,5661,4335,198,1736,367,1968,2409,336,3378,49,165,100,79,53,37,17,4,0,270,234,0,242,13,71,120,19,39,646,2699,2218,1284,1097,946,477,317,6,5391,4101,198,1494,354,1897,2289,317,3339
10/15/2020,Thursday,1050,13380,14430,1029,4557,3035,1886,1664,1308,593,356,2,7763,6362,305,2647,634,2011,3840,516,4782,99,310,237,132,139,88,30,15,0,525,525,0,468,23,128,282,29,120,930,4247,2798,1754,1525,1220,563,341,2,7238,5837,305,2179,611,1883,3558,487,4662
01/17/2021,Sunday,481,5711,6192,492,1896,1260,788,746,502,310,193,5,3178,2904,110,751,279,1131,2004,324,1703,46,97,93,71,79,40,33,22,0,245,236,0,122,20,111,158,26,44,446,1799,1167,717,667,462,277,171,5,2933,2668,110,629,259,1020,1846,298,1659
11/09/2020,Monday,3466,17715,21181,1880,5879,4395,3019,2579,1847,927,640,15,11526,9164,491,4550,820,3400,5251,818,6342,413,892,672,569,441,280,125,72,2,1755,1696,15,1519,77,526,847,123,374,1467,4987,3723,2450,2138,1567,802,568,13,9771,7468,476,3031,743,2874,4404,695,5968
08/31/2021,Tuesday,539,17107,17646,3560,3824,3470,2168,1746,1346,770,752,10,9210,8080,356,3147,1097,3015,4350,920,5117,90,129,123,77,57,35,20,8,0,279,259,1,132,26,137,166,15,63,3470,3695,3347,2091,1689,1311,750,744,10,8931,7821,355,3015,1071,2878,4184,905,5054
05/02/2021,Sunday,302,5151,5453,665,1421,959,673,660,514,351,204,6,2714,2609,130,855,292,1241,1438,202,1425,37,69,66,40,33,36,13,7,1,171,130,1,68,17,126,60,7,24,628,1352,893,633,627,478,338,197,5,2543,2479,129,787,275,1115,1378,195,1401
09/18/2021,Saturday,400,10761,11161,2606,2116,2063,1481,1262,954,433,240,6,6121,4973,67,1639,864,2156,2807,1481,2214,70,82,86,62,51,29,13,7,0,211,189,0,91,23,90,115,50,31,2536,2034,1977,1419,1211,925,420,233,6,5910,4784,67,1548,841,2066,2692,1431,2183
06/29/2021,Tuesday,64,8084,8148,865,1826,1724,1260,1147,792,347,187,0,4303,3741,104,975,492,1710,1561,399,3011,16,13,14,9,1,6,4,1,0,33,31,0,18,2,20,16,2,6,849,1813,1710,1251,1146,786,343,186,0,4270,3710,104,957,490,1690,1545,397,3005
11/11/2021,Thursday,650,20008,20658,3959,4640,4102,2908,2249,1512,782,495,11,10561,9632,465,2230,1322,4263,5846,1789,5208,138,140,147,73,68,41,22,21,0,350,298,2,91,27,129,234,51,118,3821,4500,3955,2835,2181,1471,760,474,11,10211,9334,463,2139,1295,4134,5612,1738,5090
05/28/2021,Friday,195,8739,8934,1007,2137,1780,1205,1166,968,408,261,2,4767,4111,56,1221,551,1837,2021,394,2910,43,43,28,28,28,13,7,5,0,120,75,0,57,2,83,31,6,16,964,2094,1752,1177,1138,955,401,256,2,4647,4036,56,1164,549,1754,1990,388,2894
04/06/2020,Monday,561,1265,1826,35,263,355,313,333,287,145,94,1,1003,815,8,270,67,490,351,79,569,3,69,92,98,106,92,58,42,1,294,266,1,146,24,221,106,24,40,32,194,263,215,227,195,87,52,0,709,549,7,124,43,269,245,55,529
05/03/2020,Sunday,412,1169,1581,69,315,275,249,267,194,118,89,5,753,791,37,438,45,291,198,50,559,11,82,60,68,85,58,24,24,0,199,210,3,204,9,91,42,15,51,58,233,215,181,182,136,94,65,5,554,581,34,234,36,200,156,35,508
05/01/2021,Saturday,437,6054,6491,778,1320,1160,936,883,765,403,210,36,3305,3051,135,1043,300,1712,1411,260,1765,67,100,86,71,52,42,14,5,0,224,213,0,106,19,180,91,8,33,711,1220,1074,865,831,723,389,205,36,3081,2838,135,937,281,1532,1320,252,1732
06/17/2020,Wednesday,302,6543,6845,266,1423,1247,931,1070,984,521,390,13,3549,3110,186,1119,183,1472,1413,215,2443,26,75,44,52,37,35,17,15,1,146,154,2,162,6,61,45,7,21,240,1348,1203,879,1033,949,504,375,12,3403,2956,184,957,177,1411,1368,208,2422
12/05/2020,Saturday,1393,7744,9137,861,2196,1923,1274,1212,981,459,228,3,4976,4077,84,1935,309,1526,1921,299,3147,169,310,249,201,212,153,66,33,0,713,680,0,556,61,253,312,39,172,692,1886,1674,1073,1000,828,393,195,3,4263,3397,84,1379,248,1273,1609,260,2975
08/25/2020,Tuesday,457,9899,10356,714,2858,2172,1376,1270,1072,577,313,4,5698,4392,266,2091,342,1628,2451,418,3426,49,130,86,81,55,35,11,9,1,234,219,4,225,6,72,104,18,32,665,2728,2086,1295,1215,1037,566,304,3,5464,4173,262,1866,336,1556,2347,400,3394
04/01/2020,Wednesday,448,1041,1489,31,199,285,303,255,224,124,68,0,822,654,13,193,46,474,238,62,476,2,51,72,80,76,93,45,29,0,238,209,1,97,21,212,69,14,35,29,148,213,223,179,131,79,39,0,584,445,12,96,25,262,169,48,441
07/25/2021,Sunday,153,6683,6836,730,1688,1573,1236,930,413,165,89,12,3446,3363,27,536,204,796,1142,159,3999,22,45,40,20,12,6,6,2,0,84,69,0,17,10,46,58,6,16,708,1643,1533,1216,918,407,159,87,12,3362,3294,27,519,194,750,1084,153,3983
05/15/2020,Friday,1161,5526,6687,355,1170,1171,1075,1095,895,503,413,10,3643,2919,125,1788,105,1200,874,196,2524,81,220,231,202,175,134,73,44,1,631,522,8,631,19,207,117,30,157,274,950,940,873,920,761,430,369,9,3012,2397,117,1157,86,993,757,166,2367
09/11/2020,Friday,433,8245,8678,579,2385,1931,1101,1106,863,458,251,4,4783,3708,187,1566,366,1543,2068,336,2799,57,124,101,51,46,28,19,7,0,211,222,0,204,6,60,100,16,47,522,2261,1830,1050,1060,835,439,244,4,4572,3486,187,1362,360,1483,1968,320,2752
11/14/2020,Saturday,1600,9548,11148,1115,2773,2306,1675,1378,1107,539,251,4,6112,4962,74,1942,366,1778,2978,539,3545,174,360,317,276,202,149,94,28,0,807,792,1,511,58,276,445,70,240,941,2413,1989,1399,1176,958,445,223,4,5305,4170,73,1431,308,1502,2533,469,3305
06/01/2020,Monday,340,2996,3336,178,557,542,485,506,496,319,252,1,1782,1469,85,555,93,720,729,112,1127,21,60,51,55,56,31,29,37,0,191,148,1,145,11,74,58,9,43,157,497,491,430,450,465,290,215,1,1591,1321,84,410,82,646,671,103,1084
08/19/2020,Wednesday,565,9966,10531,884,2937,2217,1415,1244,1009,509,313,3,5898,4422,211,1910,330,2017,2492,349,3433,65,175,101,69,79,50,18,8,0,302,262,1,279,5,101,123,23,34,819,2762,2116,1346,1165,959,491,305,3,5596,4160,210,1631,325,1916,2369,326,3399
03/04/2021,Thursday,323,12381,12704,849,4182,2599,1676,1504,1086,456,348,4,6740,5711,253,1758,824,2333,3998,632,3159,46,94,66,41,31,26,12,7,0,154,169,0,102,29,61,95,16,20,803,4088,2533,1635,1473,1060,444,341,4,6586,5542,253,1656,795,2272,3903,616,3139
07/24/2021,Saturday,203,7556,7759,860,1844,1687,1387,1045,567,244,120,5,3897,3832,30,815,288,1108,1236,171,4141,41,56,39,21,24,14,2,5,1,100,103,0,42,8,55,65,7,26,819,1788,1648,1366,1021,553,242,115,4,3797,3729,30,773,280,1053,1171,164,4115
06/24/2020,Wednesday,339,7648,7987,314,1484,1369,1134,1385,1219,641,430,11,4249,3460,278,1100,253,1990,1521,239,2884,24,97,65,43,50,31,15,13,1,195,141,3,130,10,82,71,9,37,290,1387,1304,1091,1335,1188,626,417,10,4054,3319,275,970,243,1908,1450,230,2847
03/29/2020,Sunday,287,583,870,16,98,173,158,153,138,85,49,0,416,452,2,89,23,274,156,34,294,4,32,46,56,51,45,35,18,0,130,157,0,54,10,151,47,9,16,12,66,127,102,102,93,50,31,0,286,295,2,35,13,123,109,25,278
07/26/2020,Sunday,119,2363,2482,201,520,493,299,315,306,200,143,5,1327,1139,16,244,73,512,746,108,799,8,26,25,15,19,15,6,5,0,60,59,0,34,3,34,33,4,11,193,494,468,284,296,291,194,138,5,1267,1080,16,210,70,478,713,104,788
03/30/2021,Tuesday,776,16102,16878,1073,5164,3142,2233,2093,1647,827,691,8,8908,7660,310,2228,1168,2964,5123,728,4667,94,270,156,95,86,58,13,4,0,385,391,0,190,44,171,295,18,58,979,4894,2986,2138,2007,1589,814,687,8,8523,7269,310,2038,1124,2793,4828,710,4609
01/07/2022,Friday,5792,28198,33990,6483,7311,6110,4640,4132,2939,1386,979,10,18754,14449,787,4634,2153,5804,8208,2779,10412,1017,1232,1002,818,758,535,268,160,2,3157,2600,35,1240,269,1068,1378,362,1475,5466,6079,5108,3822,3374,2404,1118,819,8,15597,11849,752,3394,1884,4736,6830,2417,8937
05/08/2020,Friday,1052,4361,5413,260,939,1104,941,874,678,380,224,13,2741,2505,167,1327,103,971,770,180,2062,51,190,217,215,174,109,53,43,0,519,528,5,558,22,174,115,40,143,209,749,887,726,700,569,327,181,13,2222,1977,162,769,81,797,655,140,1919
09/10/2020,Thursday,401,8412,8813,654,2541,1901,1091,1037,871,439,275,4,4792,3750,271,1685,263,1346,1934,331,3254,33,137,83,57,48,28,11,4,0,217,183,1,187,9,44,122,8,31,621,2404,1818,1034,989,843,428,271,4,4575,3567,270,1498,254,1302,1812,323,3223
12/15/2021,Wednesday,3981,40307,44288,12827,9888,8162,5125,3839,2575,1145,709,18,24129,19327,832,6701,2131,10265,11568,4009,9614,697,1344,944,476,275,145,69,30,1,2165,1790,26,557,137,1014,1210,269,794,12130,8544,7218,4649,3564,2430,1076,679,17,21964,17537,806,6144,1994,9251,10358,3740,8820
07/22/2020,Wednesday,459,8999,9458,625,2383,2019,1314,1177,1020,558,355,7,5244,3789,425,1578,270,2017,2336,271,2986,44,153,97,70,36,34,20,5,0,239,217,3,172,13,98,123,11,42,581,2230,1922,1244,1141,986,538,350,7,5005,3572,422,1406,257,1919,2213,260,2944
10/28/2021,Thursday,465,25269,25734,7557,4962,4532,3303,2628,1674,686,387,5,13532,11844,358,4372,1505,6085,6464,2406,4902,106,91,106,63,49,33,7,10,0,242,223,0,72,24,110,175,34,50,7451,4871,4426,3240,2579,1641,679,377,5,13290,11621,358,4300,1481,5975,6289,2372,4852
06/18/2020,Thursday,286,6037,6323,288,1347,1244,900,865,822,462,380,15,3245,2777,301,1051,166,1262,1149,197,2498,25,63,47,41,48,26,17,19,0,151,132,3,148,7,50,46,9,26,263,1284,1197,859,817,796,445,361,15,3094,2645,298,903,159,1212,1103,188,2472
09/06/2020,Sunday,162,3227,3389,310,872,711,411,430,337,217,97,4,1780,1605,4,380,140,784,861,134,1090,20,57,28,18,20,12,4,3,0,86,76,0,61,0,30,52,7,12,290,815,683,393,410,325,213,94,4,1694,1529,4,319,140,754,809,127,1078
07/29/2021,Thursday,328,12988,13316,1241,3623,3108,2126,1594,909,429,281,5,7050,6097,169,1288,529,1943,2861,342,6353,41,104,89,41,34,11,8,0,0,183,145,0,64,14,105,108,9,28,1200,3519,3019,2085,1560,898,421,281,5,6867,5952,169,1224,515,1838,2753,333,6325
06/24/2021,Thursday,52,7672,7724,841,1678,1601,1142,1064,800,357,241,0,4133,3519,72,991,495,1633,1564,348,2693,8,13,12,10,5,0,2,2,0,30,21,1,11,2,19,16,1,3,833,1665,1589,1132,1059,800,355,239,0,4103,3498,71,980,493,1614,1548,347,2690
03/09/2022,Wednesday,193,29668,29861,17256,3081,2967,2378,1888,1401,555,331,4,15984,13243,634,7913,1587,9257,4911,1458,4735,54,35,42,16,21,13,11,1,0,106,83,4,29,12,42,76,7,27,17202,3046,2925,2362,1867,1388,544,330,4,15878,13160,630,7884,1575,9215,4835,1451,4708
06/10/2021,Thursday,64,8093,8157,905,1853,1737,1121,1078,770,396,294,3,4301,3799,57,1093,500,1760,1809,395,2600,12,8,12,13,5,11,0,3,0,31,33,0,17,1,28,10,1,7,893,1845,1725,1108,1073,759,396,291,3,4270,3766,57,1076,499,1732,1799,394,2593
06/01/2021,Tuesday,159,14401,14560,1527,3157,2717,2027,1952,1654,848,670,8,7700,6695,165,1804,905,3011,3175,662,5003,33,23,29,37,20,7,8,2,0,88,70,1,39,6,61,30,4,19,1494,3134,2688,1990,1932,1647,840,668,8,7612,6625,164,1765,899,2950,3145,658,4984
03/20/2022,Sunday,142,3743,3885,621,744,725,506,485,386,270,141,7,2012,1724,149,541,196,1031,1163,190,764,27,31,32,25,8,13,4,2,0,92,48,2,27,11,12,61,4,27,594,713,693,481,477,373,266,139,7,1920,1676,147,514,185,1019,1102,186,737
09/16/2020,Wednesday,450,9725,10175,651,2807,2284,1319,1256,1020,525,310,3,5577,4182,416,1683,345,1900,2327,332,3588,57,142,92,69,43,29,13,5,0,249,200,1,241,8,64,110,5,22,594,2665,2192,1250,1213,991,512,305,3,5328,3982,415,1442,337,1836,2217,327,3566
06/13/2020,Saturday,191,3176,3367,171,676,561,431,509,515,325,177,2,1749,1494,124,530,59,712,630,163,1273,13,38,31,26,35,25,14,9,0,106,82,3,95,2,37,25,5,27,158,638,530,405,474,490,311,168,2,1643,1412,121,435,57,675,605,158,1246
11/15/2020,Sunday,944,5670,6614,608,1901,1434,896,776,568,274,150,7,3551,3019,44,1065,354,1026,1872,299,1998,85,220,177,155,124,100,50,31,2,497,447,0,292,38,168,289,44,113,523,1681,1257,741,652,468,224,119,5,3054,2572,44,773,316,858,1583,255,1885
04/09/2020,Thursday,509,1220,1729,40,268,382,300,326,207,114,90,2,908,816,5,318,63,505,301,80,462,7,75,96,100,111,54,34,31,1,240,267,2,171,26,170,81,25,36,33,193,286,200,215,153,80,59,1,668,549,3,147,37,335,220,55,426
05/18/2020,Monday,1151,5994,7145,406,1243,1271,1140,1138,1001,564,371,11,3717,3260,168,1773,143,1414,1011,194,2610,66,273,190,226,185,112,63,35,1,598,545,8,611,19,206,124,34,157,340,970,1081,914,953,889,501,336,10,3119,2715,160,1162,124,1208,887,160,2453
07/16/2021,Friday,166,9420,9586,990,2277,2143,1621,1264,788,326,170,7,4702,4765,119,971,307,1422,1757,326,4803,25,47,53,14,15,9,1,2,0,87,79,0,28,6,43,63,8,18,965,2230,2090,1607,1249,779,325,168,7,4615,4686,119,943,301,1379,1694,318,4785
07/25/2020,Saturday,181,3848,4029,316,854,811,514,520,516,317,179,2,2204,1803,22,567,117,973,1052,158,1162,29,38,40,25,17,13,13,6,0,97,84,0,72,9,37,42,6,15,287,816,771,489,503,503,304,173,2,2107,1719,22,495,108,936,1010,152,1147
11/21/2020,Saturday,1509,10909,12418,1083,3790,2926,1547,1350,1035,456,230,1,6808,5545,65,2144,498,1677,3717,640,3742,190,350,289,226,209,138,73,34,0,785,723,1,555,59,246,391,75,183,893,3440,2637,1321,1141,897,383,196,1,6023,4822,64,1589,439,1431,3326,565,3559
06/09/2020,Tuesday,410,6523,6933,307,1299,1163,926,1059,1114,657,390,18,3566,3117,250,1127,149,1322,1319,248,2768,23,60,57,70,72,64,36,25,3,202,205,3,177,9,77,69,17,61,284,1239,1106,856,987,1050,621,365,15,3364,2912,247,950,140,1245,1250,231,2707
11/12/2020,Thursday,3305,18250,21555,1899,6183,4473,3056,2643,1980,869,445,7,11874,9403,278,4545,823,3299,5179,962,6747,357,853,660,548,427,291,126,41,2,1679,1617,9,1370,75,532,789,145,394,1542,5330,3813,2508,2216,1689,743,404,5,10195,7786,269,3175,748,2767,4390,817,6353
06/02/2021,Wednesday,134,11715,11849,1235,2685,2171,1547,1539,1355,763,550,4,6440,5281,128,1595,649,2879,2244,534,3948,21,34,22,14,18,13,8,3,1,78,56,0,28,5,50,27,4,20,1214,2651,2149,1533,1521,1342,755,547,3,6362,5225,128,1567,644,2829,2217,530,3928
08/23/2021,Monday,660,17522,18182,1811,4687,4077,2765,2025,1515,800,488,14,9832,8210,140,2129,872,2919,4092,879,7291,118,141,157,79,70,53,27,15,0,342,318,0,158,21,175,196,23,87,1693,4546,3920,2686,1955,1462,773,473,14,9490,7892,140,1971,851,2744,3896,856,7204
03/07/2022,Monday,215,32609,32824,16975,3418,3389,2863,2631,1940,910,692,6,17148,14904,772,7454,1651,10106,5965,1371,6277,40,46,37,27,18,26,11,10,0,106,105,4,32,13,51,68,11,40,16935,3372,3352,2836,2613,1914,899,682,6,17042,14799,768,7422,1638,10055,5897,1360,6237
06/19/2021,Saturday,36,4345,4381,633,855,754,564,614,528,296,136,1,2288,2072,21,641,261,1016,830,171,1462,5,14,5,2,4,3,3,0,0,20,16,0,13,1,8,10,2,2,628,841,749,562,610,525,293,136,1,2268,2056,21,628,260,1008,820,169,1460
01/15/2021,Friday,1274,15479,16753,1054,5049,3205,2309,2087,1711,854,481,3,9150,7305,298,2549,873,3281,4255,649,5146,158,308,238,224,148,104,62,32,0,672,601,1,427,50,253,341,64,139,896,4741,2967,2085,1939,1607,792,449,3,8478,6704,297,2122,823,3028,3914,585,5007
12/02/2021,Thursday,1293,32359,33652,10473,6097,5710,4113,3426,2236,963,625,9,18370,14752,530,5873,1642,7566,8245,4044,6282,261,313,269,169,138,79,38,26,0,688,602,3,226,37,287,408,139,196,10212,5784,5441,3944,3288,2157,925,599,9,17682,14150,527,5647,1605,7279,7837,3905,6086
06/25/2020,Thursday,313,7445,7758,350,1542,1450,1151,1217,1075,580,379,14,4035,3418,305,1116,178,1880,1394,215,2975,27,88,66,45,33,28,17,8,1,167,146,0,129,6,72,62,8,36,323,1454,1384,1106,1184,1047,563,371,13,3868,3272,305,987,172,1808,1332,207,2939
06/18/2021,Friday,43,6934,6977,961,1471,1294,1012,880,779,382,194,4,3754,3198,25,868,406,1567,1530,313,2293,2,10,6,8,10,4,1,2,0,23,20,0,10,2,16,13,2,0,959,1461,1288,1004,870,775,381,192,4,3731,3178,25,858,404,1551,1517,311,2293
03/28/2021,Sunday,382,5511,5893,632,1803,1179,753,691,466,230,135,4,3053,2772,68,808,353,1089,1889,289,1465,30,123,87,55,48,26,6,7,0,208,174,0,83,18,88,150,17,26,602,1680,1092,698,643,440,224,128,4,2845,2598,68,725,335,1001,1739,272,1439
11/06/2020,Friday,3124,16240,19364,1812,5931,4110,2528,2177,1643,767,387,9,10714,8485,165,4416,901,2702,4904,886,5555,389,898,634,462,378,231,85,46,1,1639,1480,5,1349,86,462,767,128,332,1423,5033,3476,2066,1799,1412,682,341,8,9075,7005,160,3067,815,2240,4137,758,5223
01/04/2021,Monday,2055,18623,20678,1355,5244,4366,2955,2697,2192,1125,734,10,10986,9141,551,3651,825,3588,5125,849,6640,241,503,409,338,277,148,86,53,0,1075,968,12,848,76,356,490,84,201,1114,4741,3957,2617,2420,2044,1039,681,10,9911,8173,539,2803,749,3232,4635,765,6439
06/28/2020,Sunday,137,2776,2913,201,602,553,420,429,371,200,129,8,1543,1344,26,409,68,625,682,116,1013,9,38,26,25,15,13,8,3,0,72,65,0,54,3,29,22,7,22,192,564,527,395,414,358,192,126,8,1471,1279,26,355,65,596,660,109,991
08/24/2020,Monday,645,10511,11156,980,2774,2289,1516,1382,1111,624,468,12,6096,4746,314,2481,332,2078,2758,403,3104,99,166,123,104,71,43,27,11,1,347,294,4,356,9,90,134,26,30,881,2608,2166,1412,1311,1068,597,457,11,5749,4452,310,2125,323,1988,2624,377,3074
09/23/2020,Wednesday,448,10852,11300,715,3176,2394,1536,1358,1196,595,324,6,5954,4908,438,1662,437,2056,2697,370,4078,54,132,101,63,48,35,7,8,0,216,224,8,217,11,50,119,15,36,661,3044,2293,1473,1310,1161,588,316,6,5738,4684,430,1445,426,2006,2578,355,4042
12/18/2021,Saturday,3170,26030,29200,4510,8020,6715,3951,2958,1762,835,440,9,16058,12798,344,2769,1574,6634,9037,3280,5906,487,969,751,458,272,130,68,34,1,1689,1458,23,426,133,905,901,251,554,4023,7051,5964,3493,2686,1632,767,406,8,14369,11340,321,2343,1441,5729,8136,3029,5352
01/21/2022,Friday,2109,36805,38914,13403,7624,5763,4351,3540,2444,1082,694,13,21523,16674,717,7078,2779,7945,8839,2463,9810,480,396,370,262,220,194,104,83,0,1149,952,8,503,142,354,574,107,429,12923,7228,5393,4089,3320,2250,978,611,13,20374,15722,709,6575,2637,7591,8265,2356,9381
05/18/2021,Tuesday,352,13260,13612,1610,3076,2506,1815,1754,1520,813,501,17,7329,6179,104,1935,853,3045,2748,531,4500,72,79,58,45,43,30,15,10,0,208,144,0,85,9,145,64,7,42,1538,2997,2448,1770,1711,1490,798,491,17,7121,6035,104,1850,844,2900,2684,524,4458
05/26/2020,Tuesday,966,7057,8023,475,1531,1414,1257,1294,1072,585,379,16,4131,3692,200,1973,205,1611,1243,263,2728,67,208,162,175,162,113,52,27,0,519,441,6,521,22,168,94,40,121,408,1323,1252,1082,1132,959,533,352,16,3612,3251,194,1452,183,1443,1149,223,2607
03/29/2021,Monday,793,17407,18200,1323,5463,3416,2309,2301,1794,828,757,9,9600,8240,360,2696,1138,3366,5474,732,4794,99,253,162,100,96,50,19,14,0,420,373,0,221,33,193,267,19,60,1224,5210,3254,2209,2205,1744,809,743,9,9180,7867,360,2475,1105,3173,5207,713,4734
08/21/2020,Friday,527,8460,8987,860,2525,1903,1166,1053,854,414,208,4,5065,3819,103,1859,325,1541,2455,386,2421,78,169,96,62,60,41,14,7,0,280,246,1,300,16,73,100,15,23,782,2356,1807,1104,993,813,400,201,4,4785,3573,102,1559,309,1468,2355,371,2398
03/31/2020,Tuesday,459,1060,1519,22,227,332,284,284,200,107,62,1,827,688,4,185,39,435,244,72,544,5,55,95,90,84,70,34,26,0,243,216,0,100,14,211,76,15,43,17,172,237,194,200,130,73,36,1,584,472,4,85,25,224,168,57,501
